gene name	Scaled_TPM	group number
Y62H9A.1	0.0116330074254597	1
srh-83	0.0116330670282702	1
sri-38	0.0116332319427366	1
str-187	0.0116334439677952	1
sri-45	0.0116335644574085	1
nhr-263	0.0116336666757145	1
nmur-2	0.0116336753738159	1
srh-131	0.0116337549802107	1
srx-108	0.0116337981990469	1
sre-20	0.0116338014324682	1
srh-207	0.011633851846957	1
C49A1.1	0.0116338789711646	1
F54E2.9	0.0116339895612485	1
ZC132.3	0.0116339947579712	1
clec-233	0.0116340060882927	1
Y51A2B.2	0.0116341158726704	1
srh-130	0.0116341847077525	1
F54E2.5	0.0116341847181297	1
C35D6.13	0.0116341847181297	1
D1081.11	0.0116414674307286	1
T15B7.14	0.0116581313549079	1
col-36	0.0117276052325769	1
F21A3.2	0.0117955637759955	1
K08H2.5	0.0118657428598163	1
nhr-126	0.0118944408878734	1
faah-5	0.0119926275172834	1
W04C9.9	0.0120070824843114	1
dpr-1	0.0120867714105457	1
srm-5	0.012112429273843	1
F49F1.9	0.012156829438384	1
Y77E11A.3	0.0121575600522275	1
R02F11.9	0.0123949146608354	1
ZK402.5	0.0124683380470204	1
ZK1010.12	0.0124972426889881	1
C04F6.7	0.0125392557346473	1
T28A11.17	0.0125874986039899	1
srh-271	0.0126245986089659	1
F28H7.7	0.0126970184860884	1
srz-95	0.0127228956812589	1
srg-27	0.0127379193255657	1
C47E12.10	0.0128589883117473	1
hlh-26	0.0128750671369887	1
F14H3.14	0.012875272974555	1
Y57G11C.39	0.0129352573262267	1
fbxb-13	0.0129773481270729	1
Y70D2A.1	0.0130349528298978	1
F26G1.9	0.0130505412836537	1
lgc-6	0.0130923241421934	1
comt-1	0.0131116542194343	1
B0496.6	0.0131265773746198	1
zip-6	0.0131670997905609	1
frpr-18	0.0131961575307515	1
R11D1.2	0.013213722220459	1
Y57A10C.1	0.0132291054296754	1
fbxb-10	0.0132319523334669	1
W05G11.4	0.0133530413861584	1
T02G6.3	0.0133709966519674	1
Y17D7C.2	0.0134841560071218	1
srh-17	0.0134931158364068	1
H21P03.10	0.0135178680701209	1
nhr-218	0.0135527179493278	1
srw-21	0.0137148645421794	1
T20B6.1	0.0137209171902357	1
ZK1037.6	0.0137593425700493	1
srh-266	0.0137624605608856	1
math-38	0.0138022271120125	1
twk-39	0.0138314751764527	1
C54E10.7	0.0139370629546114	1
K01A6.5	0.0139596358069394	1
Y69A2AR.46	0.0139830801542888	1
F55A12.6	0.0139898540911166	1
C33D3.5	0.0140574444264214	1
cyp-35B2	0.0140620565625891	1
T28A11.13	0.0140941793753984	1
Y49F6B.12	0.0141113655986717	1
sru-33	0.0141294196418682	1
F56H6.2	0.0141733142178684	1
srh-277	0.0142342380983032	1
EEED8.12	0.0142373884548864	1
C45B11.6	0.0142480670514308	1
srb-15	0.0142915167495216	1
tmem-17	0.0142943659789811	1
C23G10.10	0.0144525093729796	1
Y57E12B.4	0.0144684747166457	1
hpo-2	0.0144963284990094	1
best-6	0.0146000670781053	1
srg-62	0.0146462020643205	1
cwp-1	0.0146604074430742	1
unc-7	0.0147173434247103	1
srsx-8	0.0147248793817382	1
C06C6.7	0.0147747871486091	1
Y38E10A.20	0.0148018122407774	1
T13B5.9	0.0148045676339191	1
R09D1.12	0.0149378498550963	1
srb-13	0.0150013862893995	1
bath-37	0.0153140873222603	1
srg-46	0.0153652880178523	1
C07A4.2	0.0153733548132086	1
C23H5.11	0.0153766602614947	1
M01B2.12	0.0154822210709309	1
sru-13	0.0154995730946813	1
dct-15	0.0156087603761869	1
srbc-24	0.0156429256349748	1
fax-1	0.0156828298504223	1
C34C12.1	0.0157725212098168	1
srw-88	0.0157733779221675	1
clec-89	0.015775588502477	1
cng-2	0.0159004328351565	1
Y73B6BL.22	0.0159214870791418	1
oac-36	0.016055232501782	1
Y47D7A.17	0.0160661907482961	1
srg-7	0.0161024106379934	1
fbxc-30	0.0162259886945151	1
C14A6.5	0.016292030493281	1
srg-33	0.0162954537733361	1
ZK418.10	0.0163917338717075	1
T24A6.7	0.0164587093611159	1
Y75B12A.2	0.0164863486385654	1
R09E10.5	0.0164982854942307	1
srx-34	0.0165218795623541	1
cwp-4	0.0165266356796713	1
srr-9	0.0166210767178714	1
srh-115	0.0167688343790002	1
D1022.9	0.0168119591611928	1
H41C03.2	0.0168838815120031	1
Y67D8B.3	0.016923911278712	1
npr-14	0.0169848385991468	1
C38C3.6	0.0170149169579928	1
F32H2.8	0.017260877973848	1
F41H10.12	0.0172694508521277	1
F25H2.3	0.0173528507473363	1
ZK185.4	0.0173618622809787	1
ZK177.9	0.0174466535792239	1
sre-55	0.0175878494883667	1
oac-49	0.0176357475086334	1
F38B7.10	0.0176405268322367	1
mct-2	0.0176653003538342	1
ifta-2	0.0176864173511506	1
K02D10.2	0.0177444677948051	1
nhr-30	0.0179495747084295	1
dhhc-5	0.0179729797318388	1
