Geneid	Mean of Geneid Strains	Standard Deviation of Geneid Strains
WBGene00197265	0.0000;	0.0000;
WBGene00000653	124.6667;	100.5993;
WBGene00010948	6.3333;	8.9567;
WBGene00000135	22.0000;	6.5320;
WBGene00010949	1.6667;	1.6997;
WBGene00009904	9.0000;	12.7279;
WBGene00009902	82.0000;	45.6143;
WBGene00009903	5.0000;	3.2660;
WBGene00009901	3.3333;	2.6247;
WBGene00200629	0.0000;	0.0000;
WBGene00003313	0.0000;	0.0000;
WBGene00009900	0.3333;	0.4714;
WBGene00009898	1738.3333;	1019.6213;
WBGene00009897	2669.0000;	1425.2118;
WBGene00006719	35.0000;	10.9848;
WBGene00005039	0.0000;	0.0000;
WBGene00009899	215.3333;	254.7958;
WBGene00008799	7.6667;	6.7987;
WBGene00175025	31.0000;	12.7541;
WBGene00195147	40.6667;	22.8668;
WBGene00008800	3515.6667;	1603.4825;
WBGene00008802	128.6667;	62.4944;
WBGene00008804	8.6667;	5.7349;
WBGene00008801	108.6667;	83.0836;
WBGene00008803	139.0000;	137.3341;
WBGene00001230	5352.6667;	418.1868;
WBGene00001358	390.3333;	145.6167;
WBGene00009041	495.3333;	699.8001;
WBGene00009042	451.3333;	124.8581;
WBGene00201839	0.0000;	0.0000;
WBGene00196712	0.0000;	0.0000;
WBGene00009043	864.3333;	239.4109;
WBGene00009044	6.6667;	6.7987;
WBGene00006994	6643.0000;	2800.5504;
WBGene00001498	4617.0000;	1243.1270;
WBGene00009045	4301.6667;	740.8618;
WBGene00010875	2223.3333;	809.3068;
WBGene00010880	6.3333;	4.0277;
WBGene00044168	1.0000;	0.8165;
WBGene00010874	329.6667;	121.7027;
WBGene00010876	252.0000;	94.9561;
WBGene00010877	77.6667;	52.4680;
WBGene00010878	1117.3333;	108.3246;
WBGene00010879	1272.6667;	313.7582;
WBGene00001523	58.3333;	41.0718;
WBGene00011755	54.0000;	31.9687;
WBGene00170257	0.0000;	0.0000;
WBGene00010881	9.0000;	9.9331;
WBGene00011756	358.3333;	205.9358;
WBGene00004383	2260.6667;	369.4323;
WBGene00011761	2020.0000;	1125.2132;
WBGene00011757	17.3333;	9.2856;
WBGene00011758	2360.0000;	1081.7304;
WBGene00011759	1694.6667;	127.6253;
WBGene00011760	251.3333;	129.9803;
WBGene00171391	0.0000;	0.0000;
WBGene00012175	23.3333;	16.0278;
WBGene00168022	0.0000;	0.0000;
WBGene00012176	21.6667;	14.4299;
WBGene00171577	0.0000;	0.0000;
WBGene00004155	67.3333;	70.1538;
WBGene00012177	467.0000;	203.9232;
WBGene00045114	0.0000;	0.0000;
WBGene00012178	8.0000;	2.1602;
WBGene00002065	6502.3333;	3595.7702;
WBGene00045125	1.0000;	1.4142;
WBGene00175035	99.6667;	16.3571;
WBGene00006059	1218.0000;	559.9685;
WBGene00010041	385.0000;	245.3528;
WBGene00167900	0.0000;	0.0000;
WBGene00000615	191.3333;	88.5149;
WBGene00195730	0.0000;	0.0000;
WBGene00198777	0.0000;	0.0000;
WBGene00197791	0.0000;	0.0000;
WBGene00004416	79165.3333;	19986.5751;
WBGene00010042	1974.3333;	548.0598;
WBGene00010043	11.0000;	3.5590;
WBGene00004241	36636.0000;	736.3821;
WBGene00010044	1698.0000;	1269.3150;
WBGene00000187	1225.0000;	148.3981;
WBGene00010045	75.6667;	62.8879;
WBGene00009202	359.6667;	249.4492;
WBGene00009203	1068.0000;	465.6887;
WBGene00009204	341.0000;	164.6349;
WBGene00009205	5.3333;	3.8586;
WBGene00000773	3995.0000;	142.0235;
WBGene00004440	34172.3333;	8701.3748;
WBGene00045130	1.6667;	1.2472;
WBGene00006307	2618.0000;	1019.5806;
WBGene00009207	1177.6667;	558.5221;
WBGene00009209	15.6667;	5.7927;
WBGene00009208	0.0000;	0.0000;
WBGene00173639	0.0000;	0.0000;
WBGene00011922	0.3333;	0.4714;
WBGene00011923	38.3333;	22.8959;
WBGene00011924	59.0000;	40.0999;
WBGene00011925	127.3333;	51.9123;
WBGene00011926	15.6667;	9.7411;
WBGene00011927	17.3333;	20.4179;
WBGene00011928	3.3333;	4.0277;
WBGene00196666	0.0000;	0.0000;
WBGene00014530	0.0000;	0.0000;
WBGene00006875	115.0000;	77.0844;
WBGene00220082	0.0000;	0.0000;
WBGene00008432	19.6667;	13.1233;
WBGene00004259	4392.0000;	1868.5312;
WBGene00008427	47.3333;	9.5685;
WBGene00008431	536.6667;	331.8487;
WBGene00008428	856.6667;	408.0011;
WBGene00008429	1184.3333;	505.3806;
WBGene00008430	1346.3333;	722.1382;
WBGene00007915	233.0000;	174.0575;
WBGene00194940	0.0000;	0.0000;
WBGene00219565	2.0000;	2.8284;
WBGene00007916	10.6667;	11.1156;
WBGene00206355	11.3333;	9.8432;
WBGene00007917	1095.3333;	578.3317;
WBGene00007918	589.0000;	318.6042;
WBGene00000432	0.0000;	0.0000;
WBGene00004194	205.0000;	151.2107;
WBGene00007919	9.6667;	8.1786;
WBGene00005172	0.0000;	0.0000;
WBGene00014827	0.0000;	0.0000;
WBGene00005175	0.0000;	0.0000;
WBGene00004279	1166.3333;	235.5962;
WBGene00000887	2085.3333;	491.6403;
WBGene00206502	10.3333;	3.8586;
WBGene00011311	2098.3333;	996.9147;
WBGene00011312	7449.6667;	1253.3918;
WBGene00011314	15.6667;	16.0485;
WBGene00195862	0.0000;	0.0000;
WBGene00198664	0.0000;	0.0000;
WBGene00197819	0.0000;	0.0000;
WBGene00004397	5.3333;	2.8674;
WBGene00011313	13.6667;	15.9234;
WBGene00010681	2571.6667;	1201.1540;
WBGene00199779	0.0000;	0.0000;
WBGene00199819	0.0000;	0.0000;
WBGene00199166	0.0000;	0.0000;
WBGene00198209	0.0000;	0.0000;
WBGene00197426	0.0000;	0.0000;
WBGene00000220	90.6667;	92.1822;
WBGene00010683	3.0000;	2.9439;
WBGene00197691	0.3333;	0.4714;
WBGene00001505	134.0000;	53.1476;
WBGene00000240	843.3333;	964.2421;
WBGene00010682	113.6667;	38.2303;
WBGene00200419	0.0000;	0.0000;
WBGene00002295	1000.0000;	693.8650;
WBGene00004790	58.0000;	54.6321;
WBGene00014307	1375.6667;	673.0589;
WBGene00014308	319.3333;	208.7779;
WBGene00014309	9967.6667;	4600.4366;
WBGene00008563	113.0000;	115.1115;
WBGene00008557	4.3333;	5.4365;
WBGene00008558	19.0000;	11.5758;
WBGene00008559	5.6667;	7.3182;
WBGene00008560	138.3333;	75.3230;
WBGene00008561	1303.6667;	172.4806;
WBGene00009784	2493.3333;	324.0024;
WBGene00009783	2218.0000;	305.0683;
WBGene00009785	24.3333;	27.3902;
WBGene00219590	0.3333;	0.4714;
WBGene00009778	2.6667;	3.0912;
WBGene00003544	0.6667;	0.4714;
WBGene00009779	16.6667;	14.6591;
WBGene00200153	0.0000;	0.0000;
WBGene00199161	0.0000;	0.0000;
WBGene00198183	0.0000;	0.0000;
WBGene00009780	4.6667;	4.1096;
WBGene00009782	9.3333;	2.4944;
WBGene00009781	61.6667;	44.7313;
WBGene00197090	0.0000;	0.0000;
WBGene00011767	783.0000;	128.1119;
WBGene00011768	99.0000;	120.6068;
WBGene00044062	115.6667;	45.8427;
WBGene00011578	10.6667;	4.4969;
WBGene00011579	54.3333;	55.8589;
WBGene00198905	0.0000;	0.0000;
WBGene00220061	0.0000;	0.0000;
WBGene00004355	3538.6667;	1414.0781;
WBGene00045407	401.0000;	190.1385;
WBGene00011580	4654.3333;	1802.2394;
WBGene00201815	0.0000;	0.0000;
WBGene00202113	0.0000;	0.0000;
WBGene00199885	0.0000;	0.0000;
WBGene00198916	0.3333;	0.4714;
WBGene00196148	0.0000;	0.0000;
WBGene00198013	0.0000;	0.0000;
WBGene00201149	0.0000;	0.0000;
WBGene00196769	0.0000;	0.0000;
WBGene00199312	0.3333;	0.4714;
WBGene00002251	6294.6667;	1424.6895;
WBGene00196515	0.6667;	0.4714;
WBGene00202231	0.0000;	0.0000;
WBGene00201168	0.6667;	0.9428;
WBGene00014660	64.6667;	27.4024;
WBGene00007179	12.0000;	4.9666;
WBGene00167783	0.0000;	0.0000;
WBGene00007180	184.6667;	75.1990;
WBGene00007178	67.0000;	41.3844;
WBGene00197056	0.0000;	0.0000;
WBGene00000378	11975.0000;	4443.7228;
WBGene00011883	1614.0000;	517.6041;
WBGene00011884	41507.3333;	10352.5926;
WBGene00011885	4636.0000;	2180.7711;
WBGene00011887	1420.6667;	365.4370;
WBGene00011886	1909.6667;	699.3451;
WBGene00011888	19.6667;	19.3448;
WBGene00196442	0.3333;	0.4714;
WBGene00199095	0.0000;	0.0000;
WBGene00198312	0.0000;	0.0000;
WBGene00201138	0.0000;	0.0000;
WBGene00200500	0.0000;	0.0000;
WBGene00007690	625.6667;	115.3121;
WBGene00196374	0.0000;	0.0000;
WBGene00000286	31.0000;	32.1351;
WBGene00007684	3321.0000;	669.2897;
WBGene00007683	1689.6667;	791.4368;
WBGene00004105	2198.0000;	1052.3184;
WBGene00007685	254.6667;	172.5772;
WBGene00007686	4825.3333;	285.9561;
WBGene00007687	19.0000;	21.4631;
WBGene00199203	0.0000;	0.0000;
WBGene00197350	0.0000;	0.0000;
WBGene00196803	0.0000;	0.0000;
WBGene00007688	435.3333;	55.7275;
WBGene00007689	331.3333;	208.9056;
WBGene00003870	3463.3333;	845.4554;
WBGene00009711	1853.3333;	995.3895;
WBGene00009712	9241.6667;	1940.2378;
WBGene00009713	125.0000;	22.0907;
WBGene00006514	5764.3333;	1469.4612;
WBGene00009714	377.6667;	148.2168;
WBGene00009715	11.0000;	9.2014;
WBGene00009716	1.6667;	2.3570;
WBGene00009717	203.3333;	136.4828;
WBGene00195708	0.0000;	0.0000;
WBGene00202378	0.0000;	0.0000;
WBGene00200632	0.0000;	0.0000;
WBGene00009504	76.6667;	80.4045;
WBGene00044985	0.0000;	0.0000;
WBGene00199864	0.0000;	0.0000;
WBGene00198859	0.0000;	0.0000;
WBGene00198327	0.0000;	0.0000;
WBGene00196437	0.0000;	0.0000;
WBGene00200193	0.0000;	0.0000;
WBGene00001527	1983.0000;	910.3549;
WBGene00200154	0.0000;	0.0000;
WBGene00009505	3619.0000;	1835.1765;
WBGene00011980	2780.6667;	1376.2031;
WBGene00197550	0.0000;	0.0000;
WBGene00198594	0.0000;	0.0000;
WBGene00011976	1719.6667;	823.3186;
WBGene00004446	45997.0000;	9038.1449;
WBGene00011977	1497.6667;	1461.4072;
WBGene00167037	0.0000;	0.0000;
WBGene00220090	13.3333;	9.8093;
WBGene00197033	1.0000;	1.4142;
WBGene00201871	0.0000;	0.0000;
WBGene00011978	220.6667;	116.9796;
WBGene00201026	0.0000;	0.0000;
WBGene00199793	0.0000;	0.0000;
WBGene00199053	0.0000;	0.0000;
WBGene00220091	0.0000;	0.0000;
WBGene00199104	0.0000;	0.0000;
WBGene00200126	0.0000;	0.0000;
WBGene00198614	0.0000;	0.0000;
WBGene00197594	0.0000;	0.0000;
WBGene00011979	2.6667;	2.0548;
WBGene00197046	0.0000;	0.0000;
WBGene00001950	172.3333;	99.1979;
WBGene00195919	0.0000;	0.0000;
WBGene00195984	0.0000;	0.0000;
WBGene00200843	0.0000;	0.0000;
WBGene00007421	17.0000;	13.1403;
WBGene00000532	2985.6667;	244.8528;
WBGene00012000	2703.6667;	954.9912;
WBGene00012003	21.6667;	11.8977;
WBGene00012004	1518.0000;	407.8701;
WBGene00001041	3477.3333;	443.1105;
WBGene00172467	0.0000;	0.0000;
WBGene00012002	2099.6667;	163.9234;
WBGene00168488	0.0000;	0.0000;
WBGene00200375	0.0000;	0.0000;
WBGene00012005	388.0000;	231.7297;
WBGene00220092	0.0000;	0.0000;
WBGene00007633	331.0000;	80.5523;
WBGene00195143	4.0000;	3.2660;
WBGene00219819	0.0000;	0.0000;
WBGene00195144	0.0000;	0.0000;
WBGene00012421	34.0000;	31.8434;
WBGene00012422	0.0000;	0.0000;
WBGene00012322	0.3333;	0.4714;
WBGene00173227	0.0000;	0.0000;
WBGene00000654	0.6667;	0.9428;
WBGene00012323	44.3333;	25.0377;
WBGene00012324	569.0000;	268.0187;
WBGene00012325	23.6667;	16.7796;
WBGene00011966	2114.0000;	1224.2886;
WBGene00011965	565.0000;	160.4805;
WBGene00001061	2739.0000;	839.1357;
WBGene00004752	1453.6667;	599.1296;
WBGene00011967	1232.6667;	403.6470;
WBGene00006367	154.6667;	147.4253;
WBGene00006659	0.3333;	0.4714;
WBGene00002299	120.6667;	90.3413;
WBGene00166222	0.0000;	0.0000;
WBGene00014210	37.0000;	29.7097;
WBGene00199145	0.0000;	0.0000;
WBGene00014640	0.0000;	0.0000;
WBGene00014208	1929.0000;	1331.0645;
WBGene00014209	1893.0000;	636.1452;
WBGene00004174	210.6667;	260.5447;
WBGene00001761	1987.0000;	1552.1037;
WBGene00012032	37.6667;	50.4667;
WBGene00012033	2879.3333;	1169.8063;
WBGene00219610	0.6667;	0.9428;
WBGene00012035	26.6667;	10.6562;
WBGene00012034	5.3333;	7.5425;
WBGene00044006	8.6667;	10.8730;
WBGene00000170	1546.6667;	1794.2258;
WBGene00202300	0.6667;	0.4714;
WBGene00007224	213.6667;	71.2991;
WBGene00007225	7348.3333;	3435.8506;
WBGene00007226	1133.6667;	265.6782;
WBGene00007227	4713.3333;	2442.3186;
WBGene00173957	0.0000;	0.0000;
WBGene00006510	2113.6667;	698.2227;
WBGene00014663	38.3333;	29.0440;
WBGene00165814	0.0000;	0.0000;
WBGene00007228	194.3333;	163.3000;
WBGene00007229	15.6667;	17.9320;
WBGene00000289	5332.6667;	3221.2526;
WBGene00044981	0.3333;	0.4714;
WBGene00008403	75.0000;	17.6635;
WBGene00008402	3046.0000;	409.7568;
WBGene00172655	0.0000;	0.0000;
WBGene00004286	539.3333;	53.9774;
WBGene00006520	957.3333;	219.5106;
WBGene00001134	1745.6667;	1035.1832;
WBGene00008404	1042.6667;	257.1541;
WBGene00219867	0.0000;	0.0000;
WBGene00001229	6297.6667;	854.2479;
WBGene00004744	589.3333;	245.1834;
WBGene00008405	2413.6667;	549.6304;
WBGene00009626	1459.3333;	1631.5362;
WBGene00006433	7705.3333;	1547.5457;
WBGene00009627	796.6667;	132.7261;
WBGene00219945	0.0000;	0.0000;
WBGene00003196	2754.3333;	1015.2754;
WBGene00007374	6.6667;	3.6818;
WBGene00007375	20.0000;	24.0555;
WBGene00175031	4.6667;	4.6428;
WBGene00044169	16.3333;	14.6363;
WBGene00206526	0.0000;	0.0000;
WBGene00014668	17.6667;	14.6591;
WBGene00045404	2.0000;	1.6330;
WBGene00007376	48.6667;	35.5184;
WBGene00189982	0.0000;	0.0000;
WBGene00005271	10.6667;	7.1336;
WBGene00007377	18.3333;	6.3421;
WBGene00007378	91.0000;	57.6715;
WBGene00044170	8.6667;	4.9889;
WBGene00013091	8.6667;	6.9442;
WBGene00206481	0.0000;	0.0000;
WBGene00013090	0.6667;	0.9428;
WBGene00013089	4.3333;	3.2998;
WBGene00013088	0.0000;	0.0000;
WBGene00199646	0.0000;	0.0000;
WBGene00173449	0.0000;	0.0000;
WBGene00013087	248.6667;	59.3652;
WBGene00014910	0.0000;	0.0000;
WBGene00201542	0.0000;	0.0000;
WBGene00013085	217.0000;	19.8158;
WBGene00014909	2.6667;	2.4944;
WBGene00013086	830.3333;	700.4638;
WBGene00014813	312.0000;	154.8053;
WBGene00006429	0.3333;	0.4714;
WBGene00010941	2434.3333;	435.6546;
WBGene00166375	0.0000;	0.0000;
WBGene00202355	0.0000;	0.0000;
WBGene00010942	2873.3333;	559.7859;
WBGene00201759	0.0000;	0.0000;
WBGene00010943	458.3333;	97.9127;
WBGene00010947	143.0000;	58.8784;
WBGene00010946	3.0000;	4.2426;
WBGene00010944	42.6667;	26.8494;
WBGene00195601	0.0000;	0.0000;
WBGene00002199	23.6667;	25.6948;
WBGene00002200	39.0000;	41.2068;
WBGene00010945	28.6667;	33.0690;
WBGene00011159	0.0000;	0.0000;
WBGene00011158	0.0000;	0.0000;
WBGene00011157	0.0000;	0.0000;
WBGene00011169	0.0000;	0.0000;
WBGene00011160	0.0000;	0.0000;
WBGene00011161	0.0000;	0.0000;
WBGene00197494	0.0000;	0.0000;
WBGene00011168	2.0000;	2.8284;
WBGene00011162	1.6667;	1.2472;
WBGene00011163	2.6667;	3.0912;
WBGene00011170	0.0000;	0.0000;
WBGene00011164	1.3333;	0.9428;
WBGene00011165	3.6667;	2.8674;
WBGene00011166	2.3333;	3.2998;
WBGene00011167	16.0000;	5.8878;
WBGene00174501	0.0000;	0.0000;
WBGene00166882	0.0000;	0.0000;
WBGene00169693	0.0000;	0.0000;
WBGene00044807	19.6667;	10.8730;
WBGene00044806	0.0000;	0.0000;
WBGene00011846	4.0000;	2.4495;
WBGene00011847	0.0000;	0.0000;
WBGene00011848	0.0000;	0.0000;
WBGene00045414	6.6667;	1.6997;
WBGene00173099	0.0000;	0.0000;
WBGene00011849	1481.3333;	563.5757;
WBGene00001530	2.0000;	1.4142;
WBGene00174785	0.0000;	0.0000;
WBGene00001529	11.6667;	9.8093;
WBGene00198305	0.0000;	0.0000;
WBGene00001528	1.6667;	1.2472;
WBGene00007080	250.6667;	100.8277;
WBGene00007081	232.3333;	180.0451;
WBGene00005027	0.6667;	0.9428;
WBGene00219290	0.0000;	0.0000;
WBGene00003231	18416.6667;	3201.9767;
WBGene00005041	0.0000;	0.0000;
WBGene00005028	0.0000;	0.0000;
WBGene00005042	0.0000;	0.0000;
WBGene00005035	0.0000;	0.0000;
WBGene00005034	0.0000;	0.0000;
WBGene00005029	1.0000;	0.8165;
WBGene00005030	0.0000;	0.0000;
WBGene00005033	0.0000;	0.0000;
WBGene00005031	0.0000;	0.0000;
WBGene00005032	0.0000;	0.0000;
WBGene00219291	0.0000;	0.0000;
WBGene00009446	37.3333;	12.2565;
WBGene00171211	0.0000;	0.0000;
WBGene00009447	18.6667;	12.2837;
WBGene00009448	1344.6667;	582.3517;
WBGene00009449	142.6667;	55.7634;
WBGene00199528	0.0000;	0.0000;
WBGene00014365	0.0000;	0.0000;
WBGene00200255	0.0000;	0.0000;
WBGene00197031	0.0000;	0.0000;
WBGene00001368	202.6667;	72.7293;
WBGene00006938	18.3333;	16.2138;
WBGene00009450	1109.0000;	473.9290;
WBGene00008456	1333.6667;	519.7335;
WBGene00008455	843.6667;	172.6506;
WBGene00006473	855.3333;	534.1188;
WBGene00004050	2834.3333;	1186.9907;
WBGene00008457	1042.6667;	366.7354;
WBGene00008458	997.6667;	100.2707;
WBGene00008459	880.3333;	63.5942;
WBGene00003618	116.3333;	51.5450;
WBGene00011791	461.3333;	300.1248;
WBGene00011790	119.0000;	30.8221;
WBGene00011789	52.0000;	13.9284;
WBGene00001952	7.0000;	4.9666;
WBGene00011788	914.6667;	74.1230;
WBGene00001038	4543.3333;	1984.4385;
WBGene00220071	0.0000;	0.0000;
WBGene00014249	3995.3333;	1987.7328;
WBGene00014248	7.0000;	3.7417;
WBGene00001510	2457.6667;	288.3289;
WBGene00005026	1301.6667;	394.4670;
WBGene00014250	1597.6667;	560.2918;
WBGene00014247	898.3333;	365.7033;
WBGene00014246	302.3333;	94.9713;
WBGene00014245	2.6667;	3.0912;
WBGene00014244	825.3333;	223.8472;
WBGene00014251	1028.0000;	496.0262;
WBGene00014252	886.0000;	348.0603;
WBGene00014253	1020.3333;	507.0268;
WBGene00014254	23.3333;	24.9978;
WBGene00014255	2.3333;	0.4714;
WBGene00014259	445.6667;	167.6829;
WBGene00006390	1150.6667;	613.1135;
WBGene00014256	564.6667;	218.9982;
WBGene00000180	225.6667;	134.2270;
WBGene00044007	37.3333;	16.0485;
WBGene00219292	0.0000;	0.0000;
WBGene00014258	3065.0000;	340.8264;
WBGene00003749	36.6667;	27.4024;
WBGene00044158	55.3333;	0.4714;
WBGene00013142	40.0000;	15.2971;
WBGene00013140	1274.3333;	230.9435;
WBGene00175030	1034.6667;	77.9929;
WBGene00013139	950.6667;	18.8739;
WBGene00001623	12.3333;	8.1786;
WBGene00195343	0.0000;	0.0000;
WBGene00014588	0.0000;	0.0000;
WBGene00006940	6397.0000;	2020.3031;
WBGene00168864	0.0000;	0.0000;
WBGene00013141	68.3333;	27.0842;
WBGene00194906	244.6667;	175.1425;
WBGene00013145	109.6667;	104.3243;
WBGene00197685	0.0000;	0.0000;
WBGene00198696	0.0000;	0.0000;
WBGene00003100	81.6667;	59.5670;
WBGene00013144	3972.0000;	68.8186;
WBGene00013143	2208.0000;	886.4833;
WBGene00003785	6083.6667;	2107.9741;
WBGene00013146	50.6667;	21.2968;
WBGene00014260	1.0000;	1.4142;
WBGene00199225	0.0000;	0.0000;
WBGene00014261	39.0000;	23.3381;
WBGene00000178	876.3333;	328.1731;
WBGene00014262	907.6667;	765.2735;
WBGene00014513	2.0000;	2.8284;
WBGene00200231	0.0000;	0.0000;
WBGene00045147	0.0000;	0.0000;
WBGene00011678	3.6667;	4.4969;
WBGene00011677	5.6667;	4.1899;
WBGene00219214	0.0000;	0.0000;
WBGene00011676	20.6667;	23.1565;
WBGene00011675	1.3333;	0.9428;
WBGene00014838	0.0000;	0.0000;
WBGene00011671	0.0000;	0.0000;
WBGene00011672	1.3333;	1.2472;
WBGene00011673	5.3333;	6.8475;
WBGene00202394	0.0000;	0.0000;
WBGene00000372	0.3333;	0.4714;
WBGene00011674	0.0000;	0.0000;
WBGene00013147	8.0000;	11.3137;
WBGene00014158	6068.6667;	2143.0796;
WBGene00014160	4.6667;	3.3993;
WBGene00201347	0.0000;	0.0000;
WBGene00014161	0.6667;	0.9428;
WBGene00014159	165.3333;	168.4920;
WBGene00014163	832.6667;	128.5232;
WBGene00014162	0.6667;	0.9428;
WBGene00044804	0.0000;	0.0000;
WBGene00003863	0.0000;	0.0000;
WBGene00202513	1.0000;	1.4142;
WBGene00007468	0.0000;	0.0000;
WBGene00007469	0.0000;	0.0000;
WBGene00007471	1.3333;	1.8856;
WBGene00007470	0.0000;	0.0000;
WBGene00007467	0.6667;	0.9428;
WBGene00206395	0.0000;	0.0000;
WBGene00007465	1.0000;	1.4142;
WBGene00014673	0.0000;	0.0000;
WBGene00003862	0.0000;	0.0000;
WBGene00007472	6.3333;	5.3125;
WBGene00007473	15.3333;	13.5728;
WBGene00007466	0.3333;	0.4714;
WBGene00007462	4.0000;	0.0000;
WBGene00172506	0.0000;	0.0000;
WBGene00007474	236.6667;	144.5921;
WBGene00007464	994.0000;	207.3467;
WBGene00007463	28640.3333;	8787.0666;
WBGene00086566	923.6667;	558.5799;
WBGene00009146	1.3333;	1.8856;
WBGene00006744	11.0000;	12.1929;
WBGene00195581	0.0000;	0.0000;
WBGene00196580	0.0000;	0.0000;
WBGene00009147	0.0000;	0.0000;
WBGene00044159	3.6667;	1.6997;
WBGene00086567	9.6667;	5.7927;
WBGene00007328	4.3333;	4.1899;
WBGene00007329	3018.3333;	1581.1697;
WBGene00007331	7572.6667;	7799.5113;
WBGene00007330	3743.3333;	1318.0433;
WBGene00007334	309.6667;	66.0774;
WBGene00007332	15245.6667;	7912.7358;
WBGene00007333	9901.6667;	987.2630;
WBGene00011271	1580.6667;	543.3282;
WBGene00001207	60.6667;	53.7732;
WBGene00011272	3277.0000;	2044.4311;
WBGene00197902	0.0000;	0.0000;
WBGene00011273	42897.0000;	17041.6395;
WBGene00195591	1.0000;	1.4142;
WBGene00200849	0.0000;	0.0000;
WBGene00011275	1999.6667;	737.9509;
WBGene00011274	4188.3333;	1883.3471;
WBGene00011276	3544.3333;	956.1901;
WBGene00011277	0.3333;	0.4714;
WBGene00014130	25.0000;	17.1464;
WBGene00014131	167.3333;	105.8563;
WBGene00002266	690.6667;	204.1508;
WBGene00220247	0.0000;	0.0000;
WBGene00196711	0.0000;	0.0000;
WBGene00003773	699.3333;	339.9905;
WBGene00014127	243.0000;	123.6878;
WBGene00044037	0.0000;	0.0000;
WBGene00014128	45.3333;	16.0069;
WBGene00014129	256.6667;	131.7633;
WBGene00199821	0.0000;	0.0000;
WBGene00199071	0.0000;	0.0000;
WBGene00002265	3471.3333;	3209.0875;
WBGene00009948	3144.6667;	1380.5082;
WBGene00167867	0.0000;	0.0000;
WBGene00009947	77.3333;	64.7885;
WBGene00009944	1389.3333;	979.2175;
WBGene00002497	317.3333;	178.6623;
WBGene00009946	1071.0000;	123.1287;
WBGene00009945	340.0000;	151.8837;
WBGene00001447	5.6667;	5.9067;
WBGene00007670	2.6667;	1.2472;
WBGene00007669	0.0000;	0.0000;
WBGene00000995	3008.6667;	1126.1881;
WBGene00219825	0.0000;	0.0000;
WBGene00174753	0.0000;	0.0000;
WBGene00198716	0.0000;	0.0000;
WBGene00197952	0.0000;	0.0000;
WBGene00201229	0.0000;	0.0000;
WBGene00196892	0.0000;	0.0000;
WBGene00201930	0.0000;	0.0000;
WBGene00198249	0.0000;	0.0000;
WBGene00198519	0.0000;	0.0000;
WBGene00196105	0.0000;	0.0000;
WBGene00196939	0.0000;	0.0000;
WBGene00200771	0.0000;	0.0000;
WBGene00014164	510.6667;	211.1782;
WBGene00201704	0.0000;	0.0000;
WBGene00003928	10245.0000;	1230.7171;
WBGene00199157	0.0000;	0.0000;
WBGene00199363	0.0000;	0.0000;
WBGene00014165	5075.6667;	3281.0019;
WBGene00014166	216.6667;	144.3845;
WBGene00014168	238.0000;	83.5504;
WBGene00014169	1940.3333;	907.5610;
WBGene00014170	32.0000;	14.4453;
WBGene00003058	0.3333;	0.4714;
WBGene00200336	0.0000;	0.0000;
WBGene00197751	0.0000;	0.0000;
WBGene00195379	0.0000;	0.0000;
WBGene00044035	7.3333;	7.7172;
WBGene00044027	0.3333;	0.4714;
WBGene00009194	0.0000;	0.0000;
WBGene00206354	43.3333;	16.7398;
WBGene00004017	24.6667;	32.7855;
WBGene00009192	470.3333;	277.8613;
WBGene00009193	177.0000;	38.7556;
WBGene00003939	36.6667;	29.5785;
WBGene00044028	8.6667;	4.9216;
WBGene00000914	575.3333;	233.7981;
WBGene00167949	0.0000;	0.0000;
WBGene00001686	25485.3333;	10385.7308;
WBGene00009364	4511.3333;	231.0214;
WBGene00009365	4508.3333;	1105.5525;
WBGene00005079	1.0000;	1.4142;
WBGene00201428	0.0000;	0.0000;
WBGene00005080	1.3333;	1.8856;
WBGene00000389	183.0000;	29.8105;
WBGene00011041	7.6667;	3.2998;
WBGene00005071	0.0000;	0.0000;
WBGene00011038	28633.6667;	15780.9736;
WBGene00011039	801.6667;	302.3842;
WBGene00011040	766.0000;	324.8302;
WBGene00006651	232.0000;	299.2067;
WBGene00011331	140.3333;	87.3321;
WBGene00168785	0.0000;	0.0000;
WBGene00004334	269.6667;	152.1761;
WBGene00004038	263.3333;	142.7453;
WBGene00005352	0.0000;	0.0000;
WBGene00011335	115.6667;	67.9820;
WBGene00011336	1088.0000;	468.6925;
WBGene00003177	2840.0000;	557.2438;
WBGene00011334	2472.0000;	98.6948;
WBGene00011333	2137.3333;	1164.6689;
WBGene00010015	4376.3333;	2148.6632;
WBGene00010013	2188.3333;	1143.2341;
WBGene00010014	95.3333;	46.9775;
WBGene00175034	4.0000;	4.3205;
WBGene00014175	3.0000;	4.2426;
WBGene00014171	77.6667;	51.9059;
WBGene00219642	0.0000;	0.0000;
WBGene00014172	978.3333;	42.0502;
WBGene00007022	1308.6667;	574.3926;
WBGene00200603	0.0000;	0.0000;
WBGene00014638	0.0000;	0.0000;
WBGene00014635	0.0000;	0.0000;
WBGene00006918	2921.6667;	712.8442;
WBGene00001531	2.0000;	0.8165;
WBGene00199470	0.0000;	0.0000;
WBGene00014637	0.0000;	0.0000;
WBGene00014636	0.0000;	0.0000;
WBGene00167689	0.0000;	0.0000;
WBGene00014174	388.3333;	35.7429;
WBGene00001532	0.0000;	0.0000;
WBGene00014173	21.0000;	9.6264;
